12.482732,41.887608
12.482732,41.887608
12.482732,41.887608
12.482732,41.887608
12.482732,41.887608
12.489008,41.88485
12.483408,41.88687
12.483408,41.88687
12.483408,41.88687
12.483408,41.88687
12.483408,41.88687
12.484159,41.88685
12.487183,41.884293
12.484374,41.8862
12.484374,41.8862
12.484374,41.8862
12.48712,41.884563
12.48565,41.885082
12.484953,41.886574
12.483108,41.8875
12.483108,41.8875
12.483108,41.8875
12.484524,41.887325
12.484524,41.887325
12.484524,41.887325
12.483108,41.8875
12.484953,41.886574
12.485575,41.886185
12.487388,41.885002
12.483944,41.887054
12.485575,41.886185
12.485715,41.88647
12.485575,41.886185
12.485575,41.886185
12.483944,41.887054
12.485575,41.886185
12.483944,41.887054
12.487206,41.884594
12.487206,41.884594
12.487206,41.884594
12.485189,41.88604
12.484062,41.887695
12.483011,41.88759
12.483837,41.8864
12.483944,41.886425
12.485082,41.88648
12.485082,41.88648
12.485082,41.88648
12.485082,41.88648
12.485082,41.88648
12.486734,41.88541
12.486734,41.88541
12.482485,41.886463
12.485758,41.885845
12.485758,41.885845
12.485758,41.885845
12.485758,41.885845
12.487206,41.885258
12.485758,41.885845
12.483065,41.8879
12.487056,41.885952
12.487936,41.88466
12.485404,41.886364
12.487753,41.884995
12.485961,41.88584
12.486041,41.88568
12.485961,41.88584
12.485961,41.88584
12.486648,41.88522
12.485961,41.88584
12.48283,41.88763
12.485049,41.8868
12.483397,41.887405
12.484019,41.886257
12.485865,41.8858
12.483,41.887676
12.483,41.887676
12.487185,41.885265
12.483215,41.887142
12.483215,41.887142
12.483032,41.887615
12.483215,41.887142
12.483215,41.887142
12.483215,41.887142
12.48283,41.88763
12.487764,41.884823
12.48283,41.88763
12.48283,41.88763
12.48283,41.88763
12.483118,41.8875
12.486041,41.88568
12.486208,41.88471
12.484953,41.886383
12.482614,41.887264
12.484867,41.88728
12.485452,41.88656
12.492141,41.895123
12.492141,41.895123
12.492141,41.895123
12.487007,41.886696
12.48786,41.88331
12.492141,41.895123
12.492141,41.895123
12.481719,41.887703
12.490081,41.88717
12.487272,41.88353
12.487089,41.883793
12.487991,41.8846
12.4843,41.885273
12.482658,41.88718
12.482658,41.88718
12.486907,41.88671
12.482658,41.88718
12.485243,41.886215
12.485243,41.886215
12.499179,41.890842
12.483193,41.887833
12.48373,41.886814
12.482979,41.88577
12.482979,41.88577
12.482979,41.88577
12.485358,41.885323
12.489008,41.884243
12.483859,41.885937
12.484481,41.88547
12.483859,41.885937
12.489169,41.884506
12.48521,41.886303
12.484663,41.885624
12.485017,41.886303
12.484167,41.8865
12.484475,41.88585
12.485307,41.88628
12.485162,41.88821
12.485902,41.88787
12.485827,41.887817
12.482555,41.887325
12.487319,41.88441
12.48256,41.887325
12.48256,41.887325
12.48726,41.887886
12.481187,41.88861
12.487689,41.88399
12.48315,41.88752
12.484416,41.88664
12.482796,41.887726
12.486958,41.887386
12.486133,41.887638
12.483365,41.887814
12.486777,41.88463
12.483118,41.887486
12.483537,41.88723
12.483537,41.88723
12.483537,41.88723
12.483537,41.88723
12.483537,41.88723
12.484695,41.885754
12.485886,41.884907
12.484605,41.885887
12.487689,41.88455
12.482914,41.887592
12.485768,41.88582
12.485768,41.88582
12.485768,41.88582
12.485768,41.88582
12.485768,41.88582
12.485811,41.88565
12.482823,41.887222
12.486944,41.885834
12.483057,41.887558
12.485296,41.8875
12.486734,41.888668
12.485113,41.885635
12.484867,41.88728
12.484867,41.88728
12.485088,41.88561
12.487748,41.885757
12.487748,41.885757
12.487748,41.885757
12.485918,41.886368
12.480232,41.887215
12.480232,41.887215
12.480232,41.887215
12.484004,41.887505
12.48327,41.887184
12.483209,41.88734
12.483243,41.887424
12.483209,41.88734
12.483292,41.887337
12.485725,41.885544
12.48521,41.886047
12.484889,41.88557
12.485092,41.88563
12.485092,41.88563
12.482715,41.88719
12.48265,41.887154
12.486995,41.88548
12.486906,41.88612
12.486648,41.887325
12.484522,41.887302
12.487249,41.886456
12.484878,41.885944
12.484878,41.885944
12.484599,41.885544
12.484333,41.886
12.484867,41.88728
12.484867,41.88728
12.486101,41.885612
12.48697,41.886543
12.48256,41.88737
12.482936,41.88675
12.482517,41.887062
12.483708,41.886463
12.486358,41.885323
12.486358,41.885323
12.486358,41.885323
12.486358,41.885323
12.486358,41.885323
12.485586,41.886044
12.485586,41.886044
